number,value,datetime_start,datetime_complete,duration,params_gat_heads,params_gat_hidden_0,params_gat_hidden_1,params_gat_hidden_2,params_gat_layers,params_gat_out,params_kan_arity_0_0,params_kan_arity_0_1,params_kan_arity_0_2,params_kan_arity_0_3,params_kan_arity_0_4,params_kan_arity_0_5,params_kan_arity_0_6,params_kan_arity_0_7,params_kan_arity_0_8,params_kan_arity_0_9,params_kan_arity_1_0,params_kan_arity_1_1,params_kan_arity_1_2,params_kan_arity_1_3,params_kan_arity_1_4,params_kan_arity_1_5,params_kan_arity_1_6,params_kan_arity_1_7,params_kan_arity_1_8,params_kan_arity_1_9,params_kan_arity_2_0,params_kan_arity_2_1,params_kan_arity_2_2,params_kan_arity_2_3,params_kan_arity_2_4,params_kan_arity_2_5,params_kan_arity_2_6,params_kan_arity_2_7,params_kan_arity_2_8,params_kan_arity_2_9,params_kan_arity_3_0,params_kan_arity_3_1,params_kan_arity_3_2,params_kan_arity_3_3,params_kan_arity_3_4,params_kan_arity_3_5,params_kan_arity_3_6,params_kan_arity_3_7,params_kan_arity_3_8,params_kan_arity_3_9,params_kan_grid,params_kan_k,params_kan_layer_type_0,params_kan_layer_type_1,params_kan_layer_type_2,params_kan_layer_type_3,params_kan_mult_nodes_0,params_kan_mult_nodes_1,params_kan_mult_nodes_2,params_kan_mult_nodes_3,params_kan_n_layers,params_kan_neurons_0,params_kan_neurons_1,params_kan_neurons_2,params_kan_neurons_3,params_lr,state
1706,,43:45.5,48:11.9,0 days 00:04:26.452086,2,96,8,16,3,5,10,4,9,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004330391,FAIL
1707,,48:12.0,52:35.0,0 days 00:04:23.062231,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001224505,FAIL
1708,,52:35.0,56:58.2,0 days 00:04:23.200016,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004471377,FAIL
1709,,56:58.2,01:19.9,0 days 00:04:21.705237,2,96,8,16,3,5,10,4,9,6,2,5,4,9,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,2,9,10,0.004459571,FAIL
1710,,01:19.9,05:42.6,0 days 00:04:22.630506,2,96,8,16,3,5,10,4,10,6,2,10,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.002891911,FAIL
1711,,05:42.6,10:07.1,0 days 00:04:24.549066,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001236925,FAIL
1712,,10:07.1,14:28.1,0 days 00:04:20.977131,2,96,8,16,3,5,10,4,9,6,2,5,4,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004614815,FAIL
1713,,14:28.1,18:51.7,0 days 00:04:23.644023,2,96,8,16,3,5,10,4,10,6,7,5,2,10,,,3,7,5,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.002867871,FAIL
1714,,18:51.7,23:16.4,0 days 00:04:24.689024,2,96,8,16,3,5,9,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.00294573,FAIL
1715,,23:16.4,27:39.9,0 days 00:04:23.503131,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,5,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004395914,FAIL
1716,,27:39.9,32:07.4,0 days 00:04:27.450286,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.001244229,FAIL
1717,,32:07.4,36:27.5,0 days 00:04:20.081640,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.00490679,FAIL
1718,,36:27.5,40:52.4,0 days 00:04:24.863625,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,8,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004443971,FAIL
1719,,40:52.4,45:19.3,0 days 00:04:26.985757,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001230272,FAIL
1720,,45:19.3,49:47.4,0 days 00:04:28.054744,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.004372098,FAIL
1721,,49:47.4,54:01.0,0 days 00:04:13.630529,2,96,8,16,3,5,10,4,9,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,10,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,8,,4,9,8,9,5,0.001250581,FAIL
1722,,54:01.0,58:09.9,0 days 00:04:08.823695,2,96,8,16,3,5,10,4,10,6,2,5,2,9,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001233753,FAIL
1723,,58:09.9,02:19.2,0 days 00:04:09.312736,2,96,8,16,3,5,10,4,10,6,2,10,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004672518,FAIL
1724,,02:19.2,06:28.4,0 days 00:04:09.197914,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,5,6,10,10,10,10,5,5,8,8,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.007072089,FAIL
1725,,06:28.4,10:37.3,0 days 00:04:08.884443,2,96,8,16,3,5,10,4,10,6,2,10,4,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.001242965,FAIL
1726,,10:37.3,14:45.8,0 days 00:04:08.540197,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.002943805,FAIL
1727,,14:45.8,18:54.5,0 days 00:04:08.633775,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004643791,FAIL
1728,,18:54.5,23:01.9,0 days 00:04:07.442761,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.001256048,FAIL
1729,,23:01.9,27:11.6,0 days 00:04:09.708181,2,96,8,16,3,5,9,5,10,6,2,5,3,10,,,3,7,10,6,10,9,10,9,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,4,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.004725476,FAIL
1730,,27:11.6,31:20.6,0 days 00:04:09.016540,2,96,8,16,3,5,10,4,9,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001229657,FAIL
1731,,31:20.6,35:29.3,0 days 00:04:08.664104,2,96,8,16,3,5,10,4,9,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004246867,FAIL
1732,,35:29.3,39:39.5,0 days 00:04:10.237278,2,96,8,16,3,5,,,,,,,,,,,3,7,10,6,10,10,10,10,5,5,8,8,2,5,4,10,10,,,,,,,,,,,,,,8,3,normal,mixed,mixed,normal,,10,7,,4,9,8,9,10,0.004646234,FAIL
1733,,39:39.5,43:49.0,0 days 00:04:09.431658,2,96,8,16,3,5,10,5,10,6,2,5,2,10,,,3,7,5,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,7,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004659191,FAIL
1734,,43:49.0,47:58.2,0 days 00:04:09.240171,2,96,8,16,3,5,10,5,10,6,2,10,3,10,,,3,7,10,5,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.004398398,FAIL
1735,,47:58.2,52:06.4,0 days 00:04:08.200553,2,96,8,16,3,5,9,4,9,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.00441331,FAIL
1736,,52:06.4,56:15.5,0 days 00:04:09.080297,2,96,8,16,3,5,10,4,10,6,2,10,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.003553787,FAIL
1737,,56:15.5,00:24.5,0 days 00:04:08.998261,2,96,8,16,3,5,10,5,10,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004474351,FAIL
1738,,00:24.5,04:32.1,0 days 00:04:07.531465,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.004529427,FAIL
1739,,04:32.1,08:42.7,0 days 00:04:10.610456,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,5,6,10,10,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004538144,FAIL
1740,,08:42.7,12:55.2,0 days 00:04:12.571956,2,96,8,16,3,5,10,4,9,5,2,5,2,10,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.001224273,FAIL
1741,,12:55.2,17:04.0,0 days 00:04:08.801792,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004437601,FAIL
1742,,17:04.1,21:12.7,0 days 00:04:08.683827,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.002897676,FAIL
1743,,21:12.7,25:21.5,0 days 00:04:08.787292,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004581612,FAIL
1744,,25:21.5,29:32.7,0 days 00:04:11.131062,2,96,8,16,3,5,10,4,10,6,2,5,2,9,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.001246879,FAIL
1745,,29:32.7,33:45.2,0 days 00:04:12.508731,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,4,7,10,6,10,10,10,10,6,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.004582675,FAIL
1746,,33:45.2,37:56.9,0 days 00:04:11.688537,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001228181,FAIL
1747,,37:56.9,42:05.5,0 days 00:04:08.618387,2,96,8,16,3,5,10,5,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,7,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004715632,FAIL
1748,,42:05.5,46:15.6,0 days 00:04:10.079096,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004369583,FAIL
1749,,46:15.6,50:26.0,0 days 00:04:10.433604,2,96,8,16,3,5,9,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004849987,FAIL
1750,,50:26.0,54:36.3,0 days 00:04:10.293922,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004969979,FAIL
1751,,54:36.3,58:47.9,0 days 00:04:11.635848,2,96,8,16,3,5,10,5,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.001274525,FAIL
1752,,58:48.0,02:59.2,0 days 00:04:11.257291,2,96,8,16,3,5,9,4,9,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001229633,FAIL
1753,,02:59.2,07:11.7,0 days 00:04:12.498133,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004337779,FAIL
1754,,07:11.7,11:21.8,0 days 00:04:10.075702,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.007364521,FAIL
1755,,11:21.8,15:33.5,0 days 00:04:11.710702,2,96,8,16,3,5,10,4,9,6,2,5,2,10,,,3,7,10,6,10,10,10,10,6,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004590434,FAIL
1756,,15:33.5,19:41.6,0 days 00:04:08.121511,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,5,6,10,10,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004564177,FAIL
1757,,19:41.6,23:50.3,0 days 00:04:08.670649,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.004671334,FAIL
1758,,23:50.3,27:59.0,0 days 00:04:08.702746,2,96,8,16,3,5,10,4,10,6,2,10,2,10,,,3,7,10,6,10,9,10,10,5,5,8,8,2,5,5,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004622143,FAIL
1759,,27:59.0,32:07.7,0 days 00:04:08.728106,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.00123607,FAIL
1760,,32:07.7,36:19.4,0 days 00:04:11.628092,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,2,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,8,,4,9,8,9,10,0.001237632,FAIL
1761,,36:19.4,40:29.8,0 days 00:04:10.376322,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,7,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004485524,FAIL
1762,,40:29.8,44:41.7,0 days 00:04:11.966331,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,5,6,10,10,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004347537,FAIL
1763,,44:41.7,48:51.3,0 days 00:04:09.592962,2,96,8,16,3,5,10,4,9,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004594531,FAIL
1764,,48:51.3,53:00.6,0 days 00:04:09.283847,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004548088,FAIL
1765,,53:00.6,57:09.4,0 days 00:04:08.798504,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004490657,FAIL
1766,,57:09.4,01:17.9,0 days 00:04:08.464855,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,2,9,10,0.001218884,FAIL
1767,,01:17.9,05:27.4,0 days 00:04:09.476264,2,96,8,16,3,5,10,4,9,5,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004550261,FAIL
1768,,05:27.4,09:37.7,0 days 00:04:10.325428,2,96,8,16,3,5,,,,,,,,,,,3,7,10,5,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,normal,mixed,mixed,normal,,10,7,,4,9,8,9,10,0.004849984,FAIL
1769,,09:37.7,13:47.2,0 days 00:04:09.466086,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,6,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,4,0.004448326,FAIL
1770,,13:47.2,17:56.1,0 days 00:04:08.883294,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,2,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.00460893,FAIL
1771,,17:56.1,22:04.8,0 days 00:04:08.757221,2,96,8,16,3,5,10,4,10,6,2,5,5,9,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.004689437,FAIL
1772,,22:04.8,26:13.9,0 days 00:04:09.122169,2,96,8,16,3,5,10,5,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,2,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.00463959,FAIL
1773,,26:13.9,30:23.2,0 days 00:04:09.264801,2,96,8,16,3,5,10,4,10,6,2,5,2,10,9,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,4,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,9,10,7,,4,9,8,9,10,0.001247299,FAIL
1774,,30:23.2,34:32.5,0 days 00:04:09.289603,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001213047,FAIL
1775,,34:32.5,38:41.6,0 days 00:04:09.098168,2,96,8,16,3,5,10,4,9,6,2,5,2,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004952946,FAIL
1776,,38:41.6,42:51.1,0 days 00:04:09.478072,2,96,8,16,3,5,10,5,10,6,2,5,2,9,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.0046181,FAIL
1777,,42:51.1,46:59.5,0 days 00:04:08.385963,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.00498836,FAIL
1778,,46:59.5,51:08.2,0 days 00:04:08.714984,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004254282,FAIL
1779,,51:08.2,55:17.2,0 days 00:04:09.008617,2,96,8,16,3,5,10,4,9,6,2,5,3,10,,,3,7,10,6,10,9,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004686607,FAIL
1780,,55:17.2,59:26.8,0 days 00:04:09.590977,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001227486,FAIL
1781,,59:26.8,03:36.7,0 days 00:04:09.863148,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001243342,FAIL
1782,,03:36.7,07:46.3,0 days 00:04:09.574213,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001226898,FAIL
1783,,07:46.3,11:54.9,0 days 00:04:08.612589,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004300575,FAIL
1784,,11:54.9,16:03.6,0 days 00:04:08.741555,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,6,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,2,9,10,0.004639707,FAIL
1785,,16:03.6,20:13.5,0 days 00:04:09.868357,2,96,8,16,3,5,10,4,10,5,2,5,4,10,,,3,7,10,6,10,9,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.001241783,FAIL
1786,,20:13.5,24:24.8,0 days 00:04:11.347820,2,96,8,16,3,5,10,4,9,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004541886,FAIL
1787,,24:24.8,28:36.5,0 days 00:04:11.662598,2,96,8,16,3,5,10,4,10,6,2,5,3,10,,,3,7,10,6,10,10,10,10,5,5,8,10,4,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.002848186,FAIL
1788,,28:36.5,32:48.6,0 days 00:04:12.093181,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004567003,FAIL
1789,,32:48.6,37:01.2,0 days 00:04:12.614324,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,5,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,2,9,10,0.001252325,FAIL
1790,,37:01.2,41:14.6,0 days 00:04:13.395008,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,5,,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,9,7,,4,9,8,9,10,0.004698262,FAIL
1791,,41:14.6,45:29.0,0 days 00:04:14.419547,2,96,8,16,3,5,10,4,10,6,2,5,2,10,,,3,7,10,6,10,10,10,10,6,4,8,10,2,5,4,10,10,,,,,,,,,,,,,,8,3,mixed,mixed,mixed,normal,8,10,7,,4,9,8,9,10,0.004552005,FAIL
